Name,Latitude,Longitude
Serviciul de Stare Civila Iasi,47.1657697344777,27.5818655968994
Biserica Sf. Nectarie,47.1605581608549,27.570525795002
Diamond Ballroom Restaurant,47.0567340812401,27.5440388435385
